Age,Department,JobRole,Education,MonthlyIncome,YearsAtCompany,JobSatisfaction,WorkLifeBalance,OverTime,Attrition
25,Finance,Senior,Bachelor,126388,4,1,4,1,1
25,Finance,Senior,Bachelor,199018,2,1,3,1,0
40,Operations,Manager,PhD,141167,7,4,1,0,0
35,Finance,Junior,Master,150306,3,4,1,0,0
38,Sales,Senior,PhD,185772,16,3,3,0,0
22,Operations,Executive,High School,33034,14,1,2,1,1
49,Finance,Executive,Bachelor,126667,18,3,3,1,0
33,Sales,Senior,Bachelor,26177,0,2,3,0,1
24,Sales,Junior,High School,144340,2,3,3,1,0
30,Finance,Executive,PhD,170105,8,1,4,0,0
51,Operations,Manager,PhD,99003,5,2,4,1,0
28,Operations,Executive,Master,187277,19,1,3,0,0
23,Finance,Junior,Bachelor,90051,7,3,4,0,0
29,Finance,Manager,Master,193275,13,2,2,0,1
50,IT,Executive,PhD,112973,19,1,1,0,0
31,Sales,Senior,PhD,153879,0,3,2,0,0
55,Operations,Junior,Bachelor,82374,10,2,1,1,1
57,HR,Manager,Bachelor,100977,14,3,4,0,0
33,Sales,Manager,Bachelor,154724,14,4,3,0,0
56,Operations,Senior,Master,106982,16,4,2,0,0
33,IT,Manager,Bachelor,74023,0,4,1,1,1
32,Sales,Executive,PhD,104601,16,2,3,0,0
57,Sales,Manager,PhD,66538,14,1,3,1,1
30,Operations,Manager,Bachelor,135814,13,3,1,1,0
29,HR,Executive,Bachelor,189393,4,2,2,1,1
27,Finance,Manager,PhD,187314,7,3,4,0,0
22,HR,Manager,High School,196330,6,3,1,1,0
43,IT,Senior,Master,110517,17,3,1,0,0
59,Sales,Executive,High School,70847,1,4,2,0,0
59,Operations,Manager,Master,178289,2,3,2,1,0
41,Sales,Manager,High School,104243,18,2,4,0,0
43,Finance,Executive,Master,164706,7,1,3,1,0
49,HR,Senior,High School,173098,3,4,4,0,0
34,HR,Manager,PhD,48455,0,2,3,0,1
46,IT,Senior,Master,173059,17,2,2,0,1
25,Operations,Executive,High School,47340,7,1,1,0,1
51,Finance,Junior,PhD,75507,8,1,2,1,1
45,Finance,Executive,PhD,133290,19,3,3,0,0
51,Operations,Junior,Master,198853,6,4,2,0,0
40,IT,Junior,Master,110921,6,2,4,0,0
37,Finance,Executive,PhD,118917,16,3,2,0,0
22,IT,Senior,High School,147207,3,1,2,1,1
45,Operations,Junior,PhD,99867,19,1,3,1,0
33,Operations,Senior,High School,167716,10,2,2,0,1
59,Operations,Manager,Bachelor,73973,4,4,1,0,0
48,Finance,Junior,Master,140266,3,2,2,1,1
26,Operations,Senior,Bachelor,22267,2,2,1,1,1
23,Finance,Executive,High School,148259,14,2,2,1,1
55,IT,Executive,High School,158505,0,2,3,1,1
38,Sales,Executive,PhD,103372,2,1,1,1,1
31,IT,Manager,PhD,24725,3,3,1,0,0
40,Finance,Junior,PhD,36266,14,1,3,1,1
25,HR,Executive,High School,23715,8,1,4,0,0
39,HR,Manager,Master,57031,16,4,1,1,0
42,Sales,Executive,Bachelor,132693,18,1,2,0,1
39,Operations,Manager,Bachelor,140685,13,2,2,0,1
36,IT,Manager,Bachelor,186803,10,3,2,0,0
44,IT,Senior,Bachelor,186988,17,1,1,0,1
24,Finance,Executive,Bachelor,182360,7,3,4,0,0
35,Sales,Manager,Master,156694,14,2,3,1,0
45,Operations,Manager,Bachelor,151800,17,4,3,0,0
55,Sales,Executive,High School,95097,17,1,4,0,0
34,HR,Executive,Bachelor,166871,0,3,3,1,0
39,Sales,Executive,High School,108905,15,3,3,0,0
58,Operations,Junior,Master,72237,1,3,1,0,0
56,Operations,Executive,PhD,72470,14,3,4,0,0
27,IT,Senior,Master,136082,0,4,2,1,1
50,IT,Senior,Bachelor,166322,8,4,4,0,0
39,Operations,Manager,Master,91734,14,4,3,0,0
45,IT,Junior,High School,119582,9,4,2,0,0
36,IT,Manager,PhD,39062,18,3,1,0,0
28,IT,Executive,PhD,89666,13,3,1,1,0
38,Operations,Junior,Master,38979,7,4,1,1,1
48,IT,Senior,High School,133158,8,2,4,0,0
36,HR,Senior,Bachelor,111298,3,2,2,0,1
39,Operations,Senior,PhD,82760,5,3,2,1,0
37,Sales,Manager,Bachelor,161224,6,1,2,0,0
33,Finance,Junior,High School,61980,6,4,3,1,0
27,Finance,Senior,Master,175967,15,3,3,1,0
47,HR,Junior,PhD,128824,18,1,3,0,0
30,Operations,Manager,Master,30819,7,3,2,0,0
54,Sales,Executive,Bachelor,55479,10,4,3,0,0
56,Operations,Manager,Master,77439,16,4,3,0,0
45,Sales,Senior,Master,180023,5,4,4,0,0
26,Sales,Executive,PhD,164755,6,2,4,1,1
44,Operations,Junior,Master,113053,4,1,3,0,0
38,IT,Junior,PhD,197915,6,1,3,0,0
43,Finance,Manager,Bachelor,65816,13,1,4,1,1
26,IT,Senior,High School,60069,11,1,4,1,0
49,Finance,Manager,Master,25568,18,1,4,1,1
45,IT,Manager,Bachelor,178143,17,3,2,1,1
37,Operations,Executive,Bachelor,113040,5,2,1,1,1
44,Operations,Senior,Master,30878,6,4,1,1,1
31,Sales,Junior,Master,55364,15,3,2,0,0
46,HR,Manager,Bachelor,49574,12,1,4,1,1
54,Operations,Executive,PhD,198350,0,3,4,1,0
48,Finance,Senior,PhD,76272,8,1,2,0,1
23,Sales,Executive,High School,76032,1,2,1,0,1
31,Finance,Manager,Bachelor,67246,12,2,4,0,0
58,IT,Junior,High School,134849,1,1,2,1,1
34,HR,Executive,Bachelor,131572,8,1,3,1,1
46,Operations,Manager,Bachelor,160123,15,3,4,0,0
41,IT,Junior,Bachelor,40221,19,3,1,0,0
59,Sales,Senior,Bachelor,23090,14,2,4,1,1
50,Finance,Senior,PhD,131525,18,2,2,0,1
28,HR,Senior,Bachelor,149870,7,4,2,1,0
40,Operations,Senior,High School,60549,9,2,1,0,1
52,Finance,Junior,PhD,87667,18,1,1,1,1
42,Operations,Senior,Master,106640,17,1,2,1,1
27,Operations,Executive,High School,30837,14,2,1,0,1
29,Finance,Senior,Master,24540,9,1,4,1,1
21,Operations,Executive,High School,49025,4,4,4,0,0
49,Sales,Senior,Master,27521,14,4,3,1,0
28,HR,Executive,High School,66124,11,3,1,0,0
24,IT,Manager,Master,69997,8,3,3,1,0
55,HR,Manager,Master,50952,19,1,1,1,1
23,IT,Senior,PhD,126109,11,1,4,1,1
27,Sales,Manager,High School,68799,4,3,2,1,0
47,HR,Senior,Bachelor,103898,5,2,3,1,1
21,Sales,Executive,High School,21044,5,1,3,1,1
47,Finance,Manager,Master,90397,19,1,4,0,0
36,IT,Junior,Bachelor,104108,17,1,1,1,1
58,Finance,Executive,High School,113419,18,3,2,0,0
27,Finance,Junior,Master,165874,19,2,4,1,0
43,HR,Manager,PhD,90843,5,2,4,0,0
31,Operations,Manager,High School,121548,2,3,4,0,0
53,Operations,Junior,PhD,150321,8,2,4,0,0
56,Sales,Senior,Master,142967,17,2,2,1,1
57,HR,Manager,High School,145803,6,4,3,1,0
37,Finance,Senior,Master,162226,3,2,3,1,1
55,Sales,Executive,Master,117012,9,3,4,0,0
25,Finance,Executive,High School,104139,17,3,1,0,0
52,Sales,Junior,Master,60779,7,2,2,0,0
23,IT,Senior,High School,150029,6,4,4,1,0
55,Sales,Executive,High School,97468,18,4,3,1,0
34,Sales,Junior,PhD,131322,6,4,4,0,0
51,Finance,Senior,High School,84216,9,4,2,1,0
51,Operations,Manager,PhD,89137,13,3,3,0,0
37,Finance,Executive,Bachelor,177340,2,1,3,1,1
44,HR,Senior,Master,144254,5,2,3,0,0
43,Finance,Senior,Master,69618,1,4,4,0,0
38,Operations,Manager,PhD,65734,15,3,3,1,0
34,HR,Junior,Master,109266,2,1,4,1,1
35,Operations,Executive,Bachelor,107737,0,2,1,0,1
35,HR,Junior,High School,108129,18,1,3,1,1
26,Finance,Manager,PhD,146936,7,4,4,1,0
47,Operations,Executive,Bachelor,63391,0,3,3,0,0
35,Operations,Junior,High School,25840,5,1,3,0,1
56,IT,Junior,High School,26986,19,3,3,1,0
28,IT,Executive,High School,179202,7,3,1,1,0
35,Sales,Manager,Bachelor,47450,10,3,1,0,0
23,IT,Senior,Bachelor,120721,17,1,4,0,0
33,Operations,Junior,PhD,188975,13,4,4,0,0
54,Sales,Manager,Bachelor,25265,8,1,1,1,1
44,Finance,Junior,Bachelor,131162,1,3,1,1,1
52,Sales,Manager,PhD,104174,1,3,1,0,0
52,HR,Senior,PhD,172678,9,3,1,1,0
50,Sales,Executive,PhD,89894,7,3,2,0,0
33,IT,Executive,Master,121707,8,4,4,0,0
21,Finance,Manager,Bachelor,125990,9,4,1,0,0
54,HR,Manager,PhD,136731,11,4,1,1,0
35,Sales,Senior,High School,54259,9,2,4,1,0
34,Finance,Manager,PhD,115465,18,4,1,1,1
49,IT,Manager,High School,62719,3,1,4,1,1
54,Finance,Executive,High School,158834,6,2,4,1,1
38,Finance,Manager,Master,163518,5,2,3,1,0
27,HR,Junior,PhD,175108,13,3,1,0,0
49,Operations,Executive,PhD,30200,18,3,1,0,0
51,IT,Manager,PhD,56828,8,4,4,0,0
45,HR,Junior,PhD,138777,16,2,1,0,1
58,HR,Senior,Bachelor,178123,2,2,2,1,1
34,HR,Manager,Master,80796,6,1,1,0,1
28,Operations,Manager,Master,69645,18,1,4,1,0
47,Operations,Senior,Master,51197,4,4,4,0,0
22,Sales,Junior,PhD,90360,6,1,3,0,0
37,Sales,Junior,High School,160665,8,4,1,0,0
57,IT,Junior,Master,21477,10,1,4,1,1
34,IT,Junior,Master,122604,18,2,3,0,0
45,Operations,Senior,PhD,31127,15,1,1,1,1
50,Operations,Junior,PhD,22645,3,2,1,0,1
49,Operations,Senior,High School,25987,4,1,4,1,1
40,HR,Junior,High School,77264,15,3,2,0,0
41,Operations,Senior,PhD,73602,7,4,3,0,0
42,HR,Junior,High School,126354,12,4,4,1,0
55,HR,Senior,Master,150928,4,3,3,1,0
57,IT,Manager,High School,166387,4,3,1,0,0
36,Finance,Junior,Bachelor,24678,11,3,2,1,1
37,Sales,Junior,PhD,22623,12,3,1,1,1
36,Sales,Senior,PhD,126784,2,2,3,1,0
22,IT,Manager,Master,54910,5,2,3,0,0
24,IT,Manager,Bachelor,166819,0,3,1,1,1
41,Operations,Senior,PhD,128319,9,2,2,0,1
59,Operations,Executive,High School,89380,9,2,4,1,0
54,Operations,Junior,PhD,41129,2,2,1,0,1
50,HR,Junior,Bachelor,66005,0,3,1,0,0
26,HR,Manager,Bachelor,98979,16,2,1,1,1
37,Operations,Junior,High School,45112,19,4,3,0,0
59,HR,Executive,High School,24116,19,3,3,0,0
45,IT,Senior,Master,186572,11,2,4,1,1
25,Operations,Senior,Bachelor,129920,15,4,4,0,0
25,Sales,Senior,High School,61379,12,1,1,0,1
40,Sales,Junior,High School,100639,7,4,3,1,0
36,HR,Manager,High School,185427,2,2,3,0,0
57,Sales,Executive,Master,75443,10,1,4,0,0
29,Operations,Manager,Master,94429,15,2,1,1,1
25,Sales,Senior,High School,66170,4,1,3,0,0
22,IT,Executive,Bachelor,188019,0,2,4,0,0
29,HR,Junior,PhD,43375,8,1,4,0,0
56,Sales,Executive,High School,185234,4,2,4,0,0
42,HR,Junior,Master,177395,5,3,2,0,0
42,IT,Senior,High School,25264,7,2,2,1,1
42,Sales,Senior,Bachelor,189173,13,2,2,1,1
54,Operations,Senior,PhD,51676,12,1,1,0,1
49,Finance,Manager,Bachelor,114808,16,1,2,1,1
58,Sales,Executive,Master,91488,2,3,4,0,0
53,IT,Executive,Bachelor,140805,2,3,2,1,0
38,Finance,Executive,High School,141895,4,4,2,0,0
27,Sales,Junior,High School,101909,14,2,3,1,1
21,HR,Manager,High School,137383,14,1,4,0,0
53,IT,Manager,High School,198465,6,4,2,1,0
21,Sales,Manager,PhD,171875,4,3,1,1,0
44,IT,Manager,Master,61720,12,1,1,0,1
24,Operations,Manager,Bachelor,91036,1,1,3,0,0
24,Finance,Junior,Bachelor,195541,18,2,2,1,1
38,Finance,Executive,PhD,31485,14,2,3,0,0
47,Operations,Manager,Bachelor,136576,8,4,3,0,0
52,Finance,Senior,PhD,131368,17,1,2,1,1
53,Finance,Senior,High School,40904,14,2,1,1,1
48,Operations,Senior,High School,114884,1,4,2,0,0
56,HR,Executive,High School,54178,5,3,2,1,1
26,Finance,Senior,High School,146589,11,2,2,1,1
36,HR,Junior,High School,153109,11,1,2,1,1
54,IT,Junior,Bachelor,26202,4,2,4,1,1
43,IT,Executive,Bachelor,144432,16,1,2,0,1
44,Finance,Junior,High School,116369,11,2,2,0,0
33,IT,Junior,Bachelor,114361,19,4,3,0,0
38,Operations,Junior,PhD,101964,16,3,3,0,0
33,Finance,Senior,PhD,85347,14,3,1,1,1
57,Operations,Manager,High School,27184,14,3,3,1,0
59,HR,Senior,PhD,144137,18,2,1,1,1
37,Sales,Senior,PhD,79193,3,3,2,1,0
35,Sales,Junior,PhD,82063,16,4,1,0,0
38,Finance,Junior,Bachelor,45128,17,4,2,1,0
43,Operations,Junior,Master,177395,10,1,1,1,1
50,Sales,Executive,Bachelor,42147,12,3,4,1,0
54,Finance,Executive,High School,101387,7,2,1,0,1
24,Sales,Manager,Master,175720,6,1,1,0,1
23,Sales,Senior,High School,114223,14,3,2,0,0
27,IT,Senior,PhD,73623,0,2,4,0,1
38,Finance,Junior,Bachelor,146512,0,4,4,1,0
27,Sales,Junior,Master,144555,3,2,4,1,1
26,Finance,Senior,Master,167188,13,3,1,1,0
42,IT,Manager,High School,123419,0,4,4,1,1
21,Finance,Manager,Bachelor,186352,16,4,1,0,0
24,IT,Manager,PhD,52728,0,1,3,0,0
49,Sales,Executive,Bachelor,25581,3,2,1,1,1
41,Sales,Executive,PhD,60134,11,1,4,1,0
46,Sales,Junior,PhD,149788,12,4,4,0,0
34,IT,Manager,Master,115505,3,2,3,1,0
29,HR,Executive,Bachelor,137530,10,4,2,0,0
32,IT,Executive,High School,134367,8,3,4,0,0
26,IT,Junior,PhD,66882,7,2,4,0,0
40,Operations,Manager,High School,180462,7,3,3,1,0
44,Sales,Executive,Master,157765,11,4,2,1,0
47,Sales,Junior,High School,196616,9,3,3,0,0
58,Operations,Executive,Bachelor,170338,6,2,2,1,1
28,HR,Manager,PhD,95407,1,4,1,1,1
21,Finance,Manager,Master,29925,16,1,1,0,1
44,Sales,Manager,PhD,44673,18,3,4,1,0
27,Sales,Senior,Bachelor,63085,17,3,4,0,0
39,IT,Manager,PhD,184754,1,2,1,0,1
42,HR,Senior,PhD,59913,16,3,2,1,0
55,HR,Junior,High School,63575,3,3,2,1,0
50,HR,Junior,Master,21874,3,3,4,0,0
49,HR,Executive,High School,72052,17,2,3,0,0
42,Operations,Junior,Bachelor,166232,15,4,3,0,0
31,IT,Senior,Master,104999,17,1,1,0,1
40,Operations,Manager,High School,148334,4,4,3,1,0
49,Operations,Junior,High School,98524,15,3,3,1,0
54,Finance,Executive,PhD,127172,13,3,2,0,0
21,IT,Junior,Master,45863,9,1,4,0,0
51,HR,Manager,PhD,162142,8,2,1,1,1
50,IT,Executive,Master,170309,9,4,2,0,0
38,HR,Executive,Master,162326,2,1,2,0,1
37,Finance,Junior,PhD,133339,18,1,1,0,1
58,Sales,Executive,Bachelor,60709,14,1,4,1,0
34,Operations,Senior,Bachelor,23092,2,3,3,1,0
43,Finance,Manager,High School,68141,19,3,4,0,0
45,Operations,Senior,High School,198399,13,2,4,1,1
35,HR,Manager,High School,100434,19,3,3,1,0
42,HR,Executive,PhD,47655,10,2,1,0,1
23,Finance,Junior,Bachelor,127290,3,3,3,1,0
39,Sales,Senior,Bachelor,37681,6,2,4,0,0
54,Sales,Senior,Master,120731,17,1,2,0,1
55,Operations,Senior,High School,103210,1,4,2,0,0
21,HR,Executive,Bachelor,108770,0,3,2,0,0
41,HR,Junior,Bachelor,144829,19,4,2,1,0
49,Sales,Executive,Bachelor,72123,15,1,1,0,0
26,HR,Manager,High School,196640,0,2,4,0,0
57,HR,Manager,PhD,67350,5,1,4,0,0
21,Finance,Junior,PhD,90891,19,1,1,0,0
21,Sales,Manager,Bachelor,123029,11,2,3,0,0
47,Sales,Executive,PhD,163189,1,1,3,1,1
41,IT,Executive,High School,67658,18,3,1,0,0
36,Sales,Senior,Bachelor,107896,10,1,1,0,1
46,Sales,Junior,High School,112188,0,3,2,0,0
36,IT,Executive,Master,104667,5,3,1,0,0
48,HR,Senior,Bachelor,87832,2,4,2,1,0
21,HR,Senior,High School,174740,11,2,2,1,1
56,Operations,Senior,Bachelor,112425,11,3,2,1,0
30,HR,Executive,PhD,187250,12,2,3,1,0
37,Sales,Manager,High School,125122,12,2,4,0,0
43,Operations,Junior,PhD,88405,11,1,1,1,1
27,Operations,Junior,PhD,176948,10,4,3,1,0
27,HR,Junior,High School,74854,7,4,2,1,0
35,Operations,Senior,High School,132707,1,2,1,0,1
54,IT,Executive,High School,58720,12,1,4,1,1
24,Operations,Manager,PhD,199968,10,1,1,1,1
34,Finance,Executive,Master,46180,4,3,3,1,0
34,IT,Junior,Bachelor,88757,3,2,4,0,0
36,Sales,Executive,Bachelor,181783,12,4,2,0,0
27,HR,Manager,High School,96718,8,2,1,0,1
52,HR,Junior,Master,125013,13,2,4,1,1
39,Finance,Senior,High School,73665,16,3,1,1,1
22,HR,Junior,High School,66266,4,4,2,0,0
30,Sales,Senior,High School,29073,11,1,4,0,0
37,Operations,Senior,High School,38946,13,1,3,0,0
57,HR,Manager,Bachelor,192333,19,1,2,0,1
32,Sales,Junior,Bachelor,45638,5,2,4,0,0
26,IT,Manager,High School,152281,16,1,2,0,1
42,Sales,Executive,Master,130715,9,2,2,0,1
52,Finance,Manager,Bachelor,164220,8,4,3,0,0
40,Sales,Junior,PhD,86488,5,2,1,1,1
21,HR,Manager,High School,169026,17,1,3,1,1
26,Operations,Junior,Bachelor,69216,3,3,2,1,0
39,Sales,Manager,Master,80863,16,4,2,0,0
38,Finance,Senior,Bachelor,182489,1,2,4,0,0
26,IT,Executive,Master,167893,14,4,2,1,0
53,Finance,Executive,High School,147284,12,2,1,0,1
43,IT,Junior,High School,27234,3,4,2,0,0
43,Sales,Junior,Bachelor,54087,9,2,2,0,1
46,Operations,Junior,High School,110770,8,3,4,0,0
33,Finance,Manager,Bachelor,72081,0,2,3,1,1
27,Operations,Executive,High School,28405,4,1,4,1,1
35,Sales,Executive,PhD,195634,10,3,2,0,0
47,Operations,Executive,Bachelor,28516,5,4,2,1,1
46,Operations,Executive,PhD,174089,5,4,3,1,0
53,Finance,Executive,PhD,188282,11,1,4,1,0
35,Sales,Junior,PhD,20736,15,3,3,1,0
56,Operations,Senior,High School,107944,0,3,4,0,0
47,IT,Junior,Bachelor,79282,14,4,1,0,0
25,HR,Executive,Master,122969,18,1,4,1,0
22,IT,Manager,PhD,65267,15,4,3,1,0
53,Operations,Junior,Master,77757,0,4,4,0,0
36,Sales,Senior,Bachelor,97586,11,2,4,1,1
43,IT,Executive,PhD,62339,2,2,2,0,1
58,Sales,Manager,PhD,74591,3,3,2,0,0
36,IT,Senior,Master,187999,7,1,4,1,0
34,Sales,Senior,PhD,163545,9,4,1,0,0
49,Operations,Senior,Master,54520,5,1,4,1,0
46,Finance,Executive,PhD,31035,11,4,3,0,0
55,IT,Manager,High School,154141,4,2,4,1,1
35,Sales,Junior,Master,42736,5,2,4,1,0
23,IT,Executive,Master,158999,16,1,2,1,1
43,Sales,Executive,High School,121611,0,3,1,1,1
49,Sales,Manager,PhD,153788,9,2,2,1,1
54,Finance,Executive,High School,110606,1,4,3,1,0
53,Sales,Junior,Bachelor,81784,16,1,1,0,1
43,IT,Junior,Master,36778,11,1,1,1,1
27,Operations,Junior,PhD,26737,9,4,4,0,0
23,HR,Junior,Bachelor,83272,3,1,4,1,1
52,Sales,Junior,PhD,194335,8,3,2,0,0
51,HR,Executive,High School,41070,0,2,4,1,1
38,Operations,Manager,PhD,88288,10,3,1,1,0
27,HR,Senior,PhD,29776,19,4,1,0,0
21,Sales,Junior,Bachelor,137796,16,1,4,1,1
34,IT,Senior,High School,161314,2,1,3,1,1
52,Finance,Junior,High School,26191,19,2,3,0,1
26,Sales,Junior,PhD,178745,16,4,4,1,0
59,Sales,Junior,Bachelor,66581,14,3,2,1,0
30,Finance,Senior,High School,105269,7,1,4,1,0
27,Finance,Executive,Bachelor,38596,4,3,3,1,0
46,Finance,Executive,Master,102423,10,3,3,0,0
54,Finance,Junior,Bachelor,21187,5,1,4,0,0
50,Finance,Junior,Master,177184,14,2,4,0,0
56,Sales,Junior,Master,119291,2,1,1,0,1
41,HR,Manager,PhD,110739,11,2,1,0,1
37,IT,Executive,High School,113257,6,4,1,0,0
53,Sales,Junior,Bachelor,32247,11,4,1,0,0
30,Operations,Junior,Bachelor,80025,17,4,1,1,0
32,Sales,Junior,High School,101587,17,4,2,1,0
36,Sales,Manager,Master,67176,2,2,2,0,0
52,HR,Junior,Master,187187,12,1,1,0,1
35,Finance,Senior,Master,149311,9,2,1,1,1
47,Operations,Manager,High School,23034,4,2,2,1,1
48,HR,Senior,Master,50985,19,2,4,1,1
37,IT,Senior,PhD,176070,4,4,3,0,0
22,Operations,Executive,PhD,163345,5,4,4,0,0
56,Operations,Executive,PhD,137017,10,2,1,0,1
27,HR,Junior,Bachelor,125453,15,2,1,1,1
33,Operations,Senior,Bachelor,176104,19,3,1,0,0
35,Sales,Senior,Master,64914,10,3,4,1,0
45,Sales,Junior,PhD,178750,14,1,2,0,1
43,Finance,Junior,PhD,39805,8,1,1,1,1
42,HR,Manager,Bachelor,165140,12,3,4,0,0
46,Sales,Junior,High School,113375,7,3,2,1,0
53,Operations,Junior,PhD,118815,10,2,1,0,1
31,Operations,Manager,Master,117331,9,4,4,1,0
30,Sales,Executive,Bachelor,164274,5,1,3,1,0
45,HR,Senior,Bachelor,72952,8,1,4,0,0
57,HR,Executive,PhD,46102,11,3,3,0,0
58,IT,Manager,High School,28791,2,2,4,1,1
44,HR,Executive,High School,103276,16,1,2,1,1
53,Sales,Senior,High School,125670,9,3,4,0,0
37,IT,Senior,PhD,162313,3,3,2,1,1
44,Operations,Senior,PhD,161682,5,2,3,1,1
57,Sales,Junior,Bachelor,158969,0,3,2,1,1
22,Finance,Senior,Master,73768,14,1,4,0,0
52,Finance,Junior,Master,73798,17,2,3,1,1
44,HR,Junior,Bachelor,136866,9,3,2,0,0
29,IT,Junior,Master,113643,6,3,1,0,0
24,IT,Senior,Bachelor,174418,8,2,1,1,1
37,Operations,Manager,Master,116608,1,1,3,0,0
37,HR,Executive,Bachelor,110447,19,1,3,0,0
50,IT,Junior,PhD,57564,9,4,3,0,0
31,Sales,Executive,PhD,40596,19,3,1,1,0
41,Operations,Junior,Bachelor,142312,19,1,3,1,1
41,IT,Executive,PhD,45575,15,4,3,0,0
38,Finance,Junior,Bachelor,103970,1,2,3,0,0
49,Finance,Junior,Bachelor,175869,1,4,3,0,0
44,IT,Junior,Bachelor,47186,5,3,3,1,0
30,Finance,Junior,PhD,110951,16,2,2,1,1
37,Sales,Manager,PhD,131568,13,1,2,1,1
38,Operations,Junior,High School,53929,1,2,2,0,1
40,Sales,Manager,Master,157747,5,2,3,1,1
57,Finance,Junior,High School,88055,14,1,3,0,0
38,IT,Junior,Master,40608,12,3,4,0,0
37,IT,Executive,Bachelor,67523,17,3,4,1,0
29,Operations,Executive,Bachelor,120035,18,4,3,1,0
34,Finance,Manager,Master,66133,7,2,2,1,1
49,Finance,Junior,Master,198312,3,2,4,1,0
51,Finance,Junior,Master,21856,8,3,4,0,0
24,HR,Executive,Master,189647,2,2,1,0,1
38,IT,Junior,PhD,124437,12,2,2,1,1
40,Finance,Executive,Bachelor,141723,15,3,4,1,0
29,Operations,Junior,PhD,145644,10,4,4,0,0
33,HR,Senior,Bachelor,97075,8,4,2,0,0
35,Finance,Manager,Bachelor,156004,2,1,2,0,1
47,IT,Junior,Bachelor,155197,10,1,2,1,1
35,HR,Executive,PhD,196942,9,4,3,0,0
48,Sales,Manager,High School,73819,15,3,3,1,0
57,Operations,Executive,Bachelor,98601,18,1,4,1,0
39,IT,Executive,Master,127460,5,1,2,0,1
46,Sales,Senior,PhD,153651,12,2,2,0,1
46,IT,Manager,High School,87796,9,4,4,0,0
45,Operations,Junior,Master,160300,18,4,2,1,0
46,Finance,Senior,PhD,50654,11,4,4,1,0
46,Sales,Junior,High School,37302,1,2,4,0,1
48,Sales,Senior,High School,187467,18,4,2,1,0
38,HR,Junior,Master,73616,11,4,2,1,0
52,Finance,Executive,High School,198746,1,2,1,0,1
23,Operations,Manager,Bachelor,95280,10,2,2,1,1
22,HR,Executive,High School,50628,0,2,3,1,1
53,Sales,Manager,Bachelor,26183,15,3,1,0,0
39,IT,Junior,High School,82948,0,3,2,0,0
37,Operations,Senior,Master,164685,9,3,4,1,0
53,HR,Senior,High School,199307,7,1,3,1,1
32,Finance,Manager,High School,35350,4,1,1,0,1
23,IT,Manager,High School,169703,8,4,2,1,0
46,HR,Executive,High School,32854,13,3,1,0,0
55,Operations,Senior,PhD,89780,13,2,4,1,1
28,IT,Senior,High School,120064,18,3,3,0,0
56,HR,Manager,High School,166787,13,1,4,1,0
27,HR,Manager,Master,101082,11,3,3,0,0
56,Operations,Senior,Bachelor,179453,9,3,4,0,0
36,Finance,Executive,Master,81029,13,4,3,1,0
44,IT,Executive,Master,178869,10,2,3,0,0
21,HR,Executive,Bachelor,27667,3,3,4,0,0
45,Operations,Manager,Master,49061,15,2,4,0,0
30,HR,Manager,Bachelor,126021,9,1,4,1,1
36,Operations,Senior,High School,119881,5,3,4,1,0
36,Operations,Senior,High School,48441,4,3,1,0,0
28,HR,Manager,Bachelor,190554,11,3,2,0,0
49,Operations,Executive,Bachelor,98703,17,1,3,0,0
59,IT,Senior,High School,125446,11,4,4,1,0
48,Operations,Junior,Bachelor,71575,3,2,2,1,1
26,Finance,Manager,Master,46515,14,2,2,1,1
36,Finance,Junior,Bachelor,160496,18,2,4,1,0
40,Operations,Junior,Master,120219,2,2,4,0,0
36,IT,Executive,Master,68856,13,2,4,1,0
27,Sales,Manager,High School,144211,19,1,2,0,1
34,Sales,Manager,High School,124372,3,4,1,0,0
46,IT,Junior,Master,49101,19,1,2,0,1
46,Finance,Executive,High School,142335,5,3,3,0,0
34,Operations,Senior,High School,33883,9,4,4,0,0
27,HR,Junior,Master,158626,9,3,2,1,0
53,Operations,Executive,Master,180538,19,4,2,1,1
46,Operations,Junior,Bachelor,161802,8,4,4,1,0
40,Sales,Manager,High School,46624,9,3,4,0,0
23,Operations,Executive,Master,43581,16,2,2,0,1
24,Sales,Executive,Bachelor,196207,18,4,3,0,0
46,HR,Manager,High School,26941,3,3,2,0,0
31,Operations,Senior,High School,46310,13,3,1,0,0
22,IT,Manager,High School,149059,6,2,3,0,0
34,Operations,Manager,High School,73897,12,2,1,0,1
50,IT,Junior,Master,128431,13,3,1,1,1
32,Sales,Executive,Bachelor,78022,2,1,1,1,1
46,Operations,Manager,PhD,199837,10,4,3,1,0
53,Sales,Executive,PhD,152796,16,4,1,1,0
33,IT,Junior,Bachelor,21094,8,2,1,0,1
34,Sales,Executive,Master,49710,17,2,1,1,1
44,Finance,Manager,Master,160208,8,1,1,0,1
54,IT,Junior,PhD,87328,14,3,3,1,0
46,Sales,Junior,High School,108625,8,1,3,0,0
41,Operations,Junior,Bachelor,66754,3,1,4,0,0
48,Sales,Senior,Master,76606,19,1,4,0,0
56,HR,Senior,Master,107596,17,2,1,1,1
22,IT,Executive,Bachelor,30713,12,3,3,1,0
29,Sales,Executive,PhD,50078,7,2,4,1,1
43,Finance,Junior,Bachelor,141321,9,1,1,1,1
35,HR,Executive,Bachelor,179622,6,2,2,0,1
33,IT,Junior,High School,174128,5,3,2,1,1
